Participant,Block,version,Trial,Difficulty,Part,Start,Stop,PicNumber,video,
1011,1,wm,21,,question,270.9,272.1,22,1011_a,
1011,1,wm,22,,anwser,274,279.5,15,1011_a,
1011,1,wm,22,,question,279.5,280.6,15,1011_a,
1011,1,wm,23,,anwser,282.7,288.4,24,1011_a,
1011,1,wm,23,,question,288.4,289.3,24,1011_a,
1011,1,wm,24,,anwser,290.7,296.8,11,1011_a,
1011,1,wm,24,,question,296.8,297.5,11,1011_a,
1011,1,wm,25,,anwser,300.7,306.4,27,1011_a,
1011,1,wm,25,,question,306.4,307,27,1011_a,
1011,1,wm,26,,anwser,309,315.1,3,1011_a,
1011,1,wm,26,,question,315.1,315.8,3,1011_a,
1011,1,wm,27,,anwser,317.7,323.5,4,1011_a,
1011,1,wm,27,,question,323.5,324.2,4,1011_a,
1011,1,wm,28,,anwser,327.7,333.3,14,1011_a,
1011,1,wm,28,,question,333.3,334.2,14,1011_a,
1011,1,wm,29,,anwser,336.2,341.9,26,1011_a,
1011,1,wm,29,,question,341.9,343,26,1011_a,
1011,1,wm,30,,anwser,345.2,350.8,9,1011_a,
1011,1,wm,30,,question,350.8,352.2,9,1011_a,
1011,1,wm,31,,anwser,353.5,359.7,8,1011_a,
1011,1,wm,31,,question,359.7,360.7,8,1011_a,
1011,1,wm,32,,anwser,362.6,368.3,19,1011_a,
1011,1,wm,32,,question,368.3,369.7,19,1011_a,
1011,1,wm,33,,anwser,371.2,376.7,29,1011_a,
1011,1,wm,33,,question,376.7,377.7,29,1011_a,
1011,1,wm,34,,anwser,379.6,385.9,28,1011_a,
1011,1,wm,34,,question,385.9,386.8,28,1011_a,
1011,1,wm,35,,anwser,388.9,394.9,40,1011_a,
1011,1,wm,35,,question,394.9,395.6,40,1011_a,
1011,1,wm,36,,anwser,398.1,403.9,36,1011_a,
1011,1,wm,36,,question,403.9,404.8,36,1011_a,
1011,1,wm,37,,anwser,407.3,412.9,21,1011_a,
1011,1,wm,37,,question,412.9,414.4,21,1011_a,
1011,1,wm,38,,anwser,416.7,422.5,35,1011_a,
1011,1,wm,38,,question,422.5,423.6,35,1011_a,
1011,1,wm,39,,anwser,425.4,431.1,5,1011_a,
1011,1,wm,39,,question,431.1,432.2,5,1011_a,
1011,1,wm,40,,anwser,434,440.1,31,1011_a,
1011,2,wm,40,,question,440.1,441.5,31,1011_a,
1011,2,wm,1,,anwser,49.4,55.1,75,1011_b,
1011,2,wm,1,,question,55.1,56.2,75,1011_b,
1011,2,wm,2,,anwser,57.6,63.7,64,1011_b,
1011,2,wm,2,,question,63.7,65.3,64,1011_b,
1011,2,wm,3,,anwser,66.7,72.6,70,1011_b,
1011,2,wm,3,,question,72.6,74.2,70,1011_b,
1011,2,wm,4,,anwser,76.1,82,48,1011_b,
1011,2,wm,4,,question,82,83.5,48,1011_b,
1011,2,wm,5,,anwser,85.6,91,51,1011_b,
1011,2,wm,5,,question,91,92.2,51,1011_b,
1011,2,wm,6,,anwser,94.2,99.7,67,1011_b,
1011,2,wm,6,,question,99.7,101,67,1011_b,
1011,2,wm,7,,anwser,103,108.7,79,1011_b,
1011,2,wm,7,,question,108.7,110.5,79,1011_b,
1011,2,wm,8,,anwser,112.5,119.1,57,1011_b,
1011,2,wm,8,,question,119.1,119.8,57,1011_b,
1011,2,wm,9,,anwser,122,127.8,61,1011_b,
1011,2,wm,9,,question,127.8,128.6,61,1011_b,
1011,2,wm,10,,anwser,130.2,136.2,42,1011_b,
1011,2,wm,10,,question,136.2,138,42,1011_b,
1011,2,wm,11,,anwser,139.8,145.9,73,1011_b,
1011,2,wm,11,,question,145.9,146.6,73,1011_b,
1011,2,wm,12,,anwser,148.3,154.2,49,1011_b,
1011,2,wm,12,,question,154.2,155.4,49,1011_b,
1011,2,wm,13,,anwser,157.3,163.2,65,1011_b,
1011,2,wm,13,,question,163.2,163.8,65,1011_b,
1011,2,wm,14,,anwser,165.6,171.7,63,1011_b,
1011,2,wm,14,,question,171.7,173.1,63,1011_b,
1011,2,wm,15,,anwser,175.1,181.3,60,1011_b,
1011,2,wm,15,,question,181.3,182.1,60,1011_b,
1011,2,wm,16,,anwser,184.1,189.9,72,1011_b,
1011,2,wm,16,,question,189.9,190.9,72,1011_b,
1011,2,wm,17,,anwser,192.9,198.6,80,1011_b,
1011,2,wm,17,,question,198.6,199.9,80,1011_b,
1011,2,wm,18,,anwser,201.5,207.4,43,1011_b,
1011,2,wm,18,,question,207.4,208.3,43,1011_b,
1011,2,wm,19,,anwser,209.9,216.4,59,1011_b,
1011,2,wm,19,,question,216.4,217.4,59,1011_b,
1011,2,wm,20,,anwser,219.4,225.7,71,1011_b,
1011,2,wm,20,,question,225.7,226.3,71,1011_b,
1011,2,wm,21,,anwser,228.7,234.5,54,1011_b,
1011,2,wm,21,,question,234.5,235.5,54,1011_b,
1011,2,wm,22,,anwser,238.3,244.1,62,1011_b,
1011,2,wm,22,,question,244.1,245.2,62,1011_b,
1011,2,wm,23,,anwser,247,253,55,1011_b,
1011,2,wm,23,,question,253,253.9,55,1011_b,
1011,2,wm,24,,anwser,255.9,261.8,77,1011_b,
1011,2,wm,24,,question,261.8,262.6,77,1011_b,
1011,2,wm,25,,anwser,264.4,270.3,66,1011_b,
1011,2,wm,25,,question,270.3,271.5,66,1011_b,
1011,2,wm,26,,anwser,273.4,279,58,1011_b,
1011,2,wm,26,,question,279,280.1,58,1011_b,
1011,2,wm,27,,anwser,281.8,287.6,52,1011_b,
1011,2,wm,27,,question,287.6,288.5,52,1011_b,
1011,2,wm,28,,anwser,290.4,295.9,45,1011_b,
1011,2,wm,28,,question,295.9,296.8,45,1011_b,
1011,2,wm,29,,anwser,298.5,304.2,74,1011_b,
1011,2,wm,29,,question,304.2,305.2,74,1011_b,
1011,2,wm,30,,anwser,307.2,313.3,46,1011_b,
1011,2,wm,30,,question,313.3,314.7,46,1011_b,
1011,2,wm,31,,anwser,316.3,322.2,53,1011_b,
1011,2,wm,31,,question,322.2,323.1,53,1011_b,
1011,2,wm,32,,anwser,325.3,331.3,41,1011_b,
1011,2,wm,32,,question,331.3,332.2,41,1011_b,
1011,2,wm,33,,anwser,334.2,340.6,44,1011_b,
1011,2,wm,33,,question,340.6,341.3,44,1011_b,
1011,2,wm,34,,anwser,343.7,349.4,68,1011_b,
1011,2,wm,34,,question,349.4,351,68,1011_b,
1011,2,wm,35,,anwser,353,358.8,69,1011_b,
1011,2,wm,35,,question,358.8,360.1,69,1011_b,
1011,2,wm,36,,anwser,362.6,368.4,78,1011_b,
1011,2,wm,36,,question,368.4,369.4,78,1011_b,
1011,2,wm,37,,anwser,371.1,377,56,1011_b,
1011,2,wm,37,,question,377,377.8,56,1011_b,
1011,2,wm,38,,anwser,379.9,385.6,47,1011_b,
1011,2,wm,38,,question,385.6,386.8,47,1011_b,
1011,2,wm,39,,anwser,388.9,394.7,76,1011_b,
1011,2,wm,39,,question,394.7,397.1,76,1011_b,
1011,2,wm,40,,anwser,399.3,405.2,50,1011_b,
1011,2,wm,40,,question,405.2,405.9,50,1011_b,
